"Pergunta","Posição","tags","deck"
"Qual é a conduta inicial quando a colpocitologia do colo uterino evidencia células escamosas atípicas de significado indeterminado não se podendo afastar lesão de alto grau (ASC-H)?<br>{{c1::Realizar colposcopia.}}","23"," Estratégia::Ginecologia::Rastreamento_do_Câncer_de_Colo_Uterino::06.Condutas_para_as_Lesões::c)ASC-H ","Estratégia"
"Qual é a conduta inicial quando a colpocitologia do colo uterino evidencia células glandulares atípicas (AGC)?<br>{{c1::<ol><li>Realizar colposcopia sempre; e também</li><li>Avaliação endometrial com USG transvaginal se idade ≥ 35 anos ou presença de sangramento uterino anormal.</li></ol>}}","24"," Estratégia::Ginecologia::Rastreamento_do_Câncer_de_Colo_Uterino::06.Condutas_para_as_Lesões::d)AGC ","Estratégia"
"Qual é a conduta inicial quando a colpocitologia do colo uterino evidencia células atípicas de origem indefinida (AOI)?<br>{{c1::Realizar colposcopia.}}","25"," Estratégia::Ginecologia::Rastreamento_do_Câncer_de_Colo_Uterino::06.Condutas_para_as_Lesões::e)AOI ","Estratégia"
"Qual é a conduta inicial quando a colpocitologia do colo uterino evidencia lesão de baixo grau (LSIL)?<br>{{c1::<ul><li>Idade &lt; 25 anos: repetir em 3 anos;</li><li>Idade&nbsp;≥ 25 anos: repetir em 6 meses.</li></ul>}}","26"," Estratégia::Ginecologia::Rastreamento_do_Câncer_de_Colo_Uterino::06.Condutas_para_as_Lesões::f)LSIL ","Estratégia"
"Qual é a conduta inicial quando a colpocitologia oncótica evidencia lesão de alto grau (HSIL)?<br>{{c1::Realizar colposcopia.}}","27"," Estratégia::Ginecologia::Rastreamento_do_Câncer_de_Colo_Uterino::06.Condutas_para_as_Lesões::g)HSIL ","Estratégia"
"Qual é o tratamento de escolha das neoplasias intraepiteliais cervicais de alto grau?<br>{{c1::Exérese da zona de transformação (p. ex. através de cirurgia de alta frequência ou conização).<br><img src=""paste-f9cd296d95e29bd175379075221d1b5d1b8cf3b8.png"" data-editor-shrink=""true"">}}","35"," Estratégia::Ginecologia::Rastreamento_do_Câncer_de_Colo_Uterino::07.Tratamento ","Estratégia"
"Qual é a conduta indicada para lesões de alto grau na gestação?<br>{{c1::Expectante. Reavaliar 90 dias após o parto.}}","34"," Estratégia::Ginecologia::Rastreamento_do_Câncer_de_Colo_Uterino::07.Tratamento ","Estratégia"
"O que é a zona de transformação do colo uterino?<br>{{c1::Região onde ocorre a transformação do epitélio colunar em escamoso devido ao efeito do pH ácido vaginal.<br><img src=""MonalisaC_Gin_Leg_149.jpg""><br>}}","02"," Estratégia::Ginecologia::Rastreamento_do_Câncer_de_Colo_Uterino::01.Definições ","Estratégia"
"Como se classifica a zona de transformação do colo uterino?<br>{{c1::<br><ul><li>Tipo 1: completamente ectocervical;</li><li>Tipo 2: tem componente endocervical totalmente visível;</li><li>Tipo 3: componente endocervical parcialmente visível.</li></ul><img src=""paste-c198569a86a35ad6c1448d71e8d73b34a090ae6f.png"" data-editor-shrink=""true"">}}<br>","03"," Estratégia::Ginecologia::Rastreamento_do_Câncer_de_Colo_Uterino::01.Definições ","Estratégia"
"Em que parte do útero ocorre a maior parte das lesões precursoras ou malignas do colo uterino?<br>{{c1::Zona de transformação.<br><img src=""paste-c198569a86a35ad6c1448d71e8d73b34a090ae6f.png"" data-editor-shrink=""true"">}}","04"," Estratégia::Ginecologia::Rastreamento_do_Câncer_de_Colo_Uterino::02.Epidemiologia ","Estratégia"
"Supondo que o espéculo já está posicionado na paciente, qual é a conduta adequada para coletar o material da colpocitologia oncótica (Papanicolau)?<br>{{c1::<br><ul><li>Coleta ectocervical: rotacione a espátula de Ayre 360º no orifício externo do colo; e</li><li>Coleta endocervical: rotacione a escova 360º na região endocervical.</li></ul><img src=""paste-035c544a8d60fe743b92bf52717ec1ba29e91ca6.png"" data-editor-shrink=""true"">}}<br>","13"," Estratégia::Ginecologia::Rastreamento_do_Câncer_de_Colo_Uterino::05.Rastreamento::a)Métodos ","Estratégia"
"Qual é a conduta quando há presença de&nbsp;<i>Lactobacillus sp.,&nbsp;</i>cocos ou outros bacilos na colpocitologia oncótica?<br>{{c1::Fazem parte da microbiota vaginal normal, portanto não é preciso tratamento se a paciente for assintomática.}}","33"," Estratégia::Ginecologia::Rastreamento_do_Câncer_de_Colo_Uterino::07.Tratamento ","Estratégia"
"Cite, pelo menos, 2 achados na colposcopia sugestivos de invasão do colo do útero.<br>{{c1::Vasos atípicos, vasos frágeis, superfície irregular, lesão exofítica, necrose, ulceração (necrótica) ou neoplasia tumoral/grosseira.<br><figure>
    <img src=""vasos_atípicos.png"">
    <figcaption>Legenda: Vasos atípicos</figcaption>
</figure>
}}","30"," Estratégia::Ginecologia::Rastreamento_do_Câncer_de_Colo_Uterino::06.Condutas_para_as_Lesões::g)HSIL ","Estratégia"
"As mulheres virgens precisam realizar o rastreamento de câncer de colo do útero?<br>{{c1::Não é necessário.}}","18"," Estratégia::Ginecologia::Rastreamento_do_Câncer_de_Colo_Uterino::05.Rastreamento::b)Critérios ","Estratégia"
"Qual é a recomendação de rastreamento de câncer de colo uterino para homens transgêneros com colo e para mulheres transgêneros com neovagina?<br>{{c1::<br><ul><li>Homens trânsgeneros com colo uterino: rastreio conforme a população geral;</li><li>Mulheres transgêneros com neovagina: não rastreia.</li></ul>}}","19"," Estratégia::Ginecologia::Rastreamento_do_Câncer_de_Colo_Uterino::05.Rastreamento::b)Critérios ","Estratégia"
"Qual é a conduta inicial quando a colpocitologia oncótica evidencia adenocarcinoma <i>in situ</i> ou invasor?<br>{{c1::Realizar colposcopia.}}","32"," Estratégia::Ginecologia::Rastreamento_do_Câncer_de_Colo_Uterino::06.Condutas_para_as_Lesões::h)Adenocarcinoma ","Estratégia"
"Qual é a conduta inicial quando duas colpocitologias oncóticas sucessivas evidenciam células escamosas atípicas de significado indeterminado possivelmente não neoplásicas (ASC-US)?<br>{{c1::Solicitar colposcopia.}}","22"," Estratégia::Ginecologia::Rastreamento_do_Câncer_de_Colo_Uterino::06.Condutas_para_as_Lesões::b)ASC-US ","Estratégia"
"Quais são as condutas quando a colpocitologia oncótica evidencia lesão de alto grau e a colposcopia apresenta achados menores, maiores ou sugestivos de invasão?<br>{{c1::<ul><li>Biópsia: achados menores ou sugestivos de invasão;</li><li>Exérese da zona de transformação (""ver e tratar"", sem esperar biópsia): achados maiores.</li></ul>}}","31"," Estratégia::Ginecologia::Rastreamento_do_Câncer_de_Colo_Uterino::06.Condutas_para_as_Lesões::g)HSIL ","Estratégia"
"Quais são os três achados menores da colposcopia do colo do útero?<br>{{c1::Epitélio acetobranco tênue, mosaico fino ou pontilhado fino.<br><img src=""DenissonC_FC_131.jpg"" data-editor-shrink=""true"">}}","28"," Estratégia::Ginecologia::Rastreamento_do_Câncer_de_Colo_Uterino::06.Condutas_para_as_Lesões::g)HSIL ","Estratégia"
"Cite, pelo menos, três achados maiores da colposcopia do colo do útero?<br>{{c1::<b>Epitélio acetobranco denso</b>, <b>mosaico grosseiro</b>, <b>pontilhado grosseiro,</b>&nbsp;orifícios glandulares espessados,&nbsp;margem demarcada, sinal da margem interna ou sinal da crista (sobrelevação).<br><img src=""DenissonC_FC_132.jpg"" data-editor-shrink=""true"">}}","29"," Estratégia::Ginecologia::Rastreamento_do_Câncer_de_Colo_Uterino::06.Condutas_para_as_Lesões::g)HSIL ","Estratégia"
"Qual é o principal fator de risco para desenvolvimento de câncer de colo uterino?<br>{{c1::Infecção persistente por HPV.}}","01"," Estratégia::Ginecologia::Câncer_de_Colo_Uterino::01.Etiologia ","Estratégia"
"Classifique em medidas de prevenção primária, secundária ou terciária do câncer de colo uterino: Papanicolau de rastreamento, serviço de cirurgia oncológica e vacinação contra o HPV.<br>{{c1::<br><ul><li>Primária: vacinação;</li><li>Secundária: Papanicolau de rastreamento;</li><li>Terciária: serviço de cirurgia oncológica.</li></ul>}}<br>","04"," Estratégia::Ginecologia::Câncer_de_Colo_Uterino::02.Epidemiologia ","Estratégia"
"Quais são os dois tipos histológicos mais comuns do câncer de colo uterino?<br>{{c1::Carcinoma de células escamosas (75%) e adenocarcinoma (25%).}}","05"," Estratégia::Ginecologia::Câncer_de_Colo_Uterino::03.Histologia ","Estratégia"
"Qual é a via de disseminação mais comum do câncer de colo uterino?<br>{{c1::Invasão direta (por contiguidade).}}","03"," Estratégia::Ginecologia::Câncer_de_Colo_Uterino::01.Etiologia ","Estratégia"
"Qual é o tratamento da neoplasia intraepitelial grau III (carcinoma&nbsp;<i>in situ</i>)?<br>{{c1::Conização (um tipo de exérese da zona de transformação).<br><img src=""paste-384af972e1c09510973d55e808e0732f7e53be8d.png"" data-editor-shrink=""true"">}}","14"," Estratégia::Ginecologia::Câncer_de_Colo_Uterino::07.Tratamento ","Estratégia"
"Qual é a conduta quando observamos uma lesão uterina suspeita no exame especular?<br><img src=""paste-2a7adb1318a94ecd45df258914119742fbb7a5b6.png"" data-editor-shrink=""true""><br>{{c1::Realizar a biópsia.}}","13"," Estratégia::Ginecologia::Câncer_de_Colo_Uterino::06.Diagnóstico ","Estratégia"
"O que significa o estadio IA do câncer de colo uterino?<br>{{c1::Identificado apenas no microscópio e restrito ao colo do útero:<br><ul><li>IA1: invasão &lt; 3 mm;</li><li>IA2: invasão entre 3-5 mm.</li></ul><img src=""paste-d42a26daed3d056a1020e03e26b55b2b6a9fe9a2.png"" data-editor-shrink=""true""><br>}}<br>","06"," Estratégia::Ginecologia::Câncer_de_Colo_Uterino::04.Estadiamento ","Estratégia"
"O que significa o estadio IB do câncer de colo uterino?<br>{{c1::Invasão&nbsp;≥ 5 mm, restrito ao colo do útero:<br><ul><li>IB1: tumor &lt; 2 cm;</li><li>IB2: tumor entre 2-4 cm;</li><li>IB3: tumor&nbsp;≥ 4 cm.</li></ul><img src=""paste-be29ea4abd9a988defa6f260357eef79a29c0393.png"" data-editor-shrink=""true"">}}<br>","07"," Estratégia::Ginecologia::Câncer_de_Colo_Uterino::04.Estadiamento ","Estratégia"
"O que significa o estadio II do câncer de colo uterino?<br>{{c1::<br><ul><li>IIA: invade 2/3 superiores da vagina;</li><ul><li>IIA1: tumor &lt; 4 cm;</li><li>IIA2: tumor&nbsp;≥ 4 cm;</li></ul><li>IIB: invasão parametrial sem atingir parede pélvica.</li></ul><img src=""paste-36f37290bcee028eac2364d234626072214d4750.png"">}}<br>","08"," Estratégia::Ginecologia::Câncer_de_Colo_Uterino::04.Estadiamento ","Estratégia"
"O que significam os estadios IIIA e IIIB do câncer de colo uterino?<br>{{c1::<br><ul><li>IIIA: atinge terço inferior da vagina;<br></li><li>IIIB: atinge parede pélvica/hidronefrose/rim não funcionante.</li></ul><img src=""paste-2bd473ea7da649c07b9cce3f110209b045127bf7.png"">}}<br>","09"," Estratégia::Ginecologia::Câncer_de_Colo_Uterino::04.Estadiamento ","Estratégia"
"O que significa o estadio IIIC do câncer de colo uterino?<br>{{c1::<br><ul><li>IIIC1: atinge linfonodos pélvicos;</li><li>IIIC2: atinge linfonodos para-aórticos.</li></ul><img src=""Estadio IIIC.png"" data-editor-shrink=""true"">}}<br>","10"," Estratégia::Ginecologia::Câncer_de_Colo_Uterino::04.Estadiamento ","Estratégia"
"O que significa o estadio IV do câncer de colo uterino?<br>{{c1::<br><ul><li>IVA: metástase em órgãos pélvicos adjacentes;<br></li><li>IVB: metástase em órgãos a distância.</li></ul><img src=""estadio IV.png"" data-editor-shrink=""true"">}}<br>","11"," Estratégia::Ginecologia::Câncer_de_Colo_Uterino::04.Estadiamento ","Estratégia"
"Quais são os tipos de HPV com maior potencial oncogênico?<br>{{c1::Tipos 16 e 18.}}","02"," Estratégia::Ginecologia::Câncer_de_Colo_Uterino::01.Etiologia ","Estratégia"
"Qual é o tratamento usual do câncer de colo uterino com acometimento linfonodal?<br>{{c1::Quimiorradiação.}}","28"," Estratégia::Ginecologia::Câncer_de_Colo_Uterino::07.Tratamento ","Estratégia"
"Qual é o tratamento usual do câncer de colo uterino com metástase?<br>{{c1::Quimiorradiação.}}","27"," Estratégia::Ginecologia::Câncer_de_Colo_Uterino::07.Tratamento ","Estratégia"
"Qual é o tratamento usual do câncer de colo uterino com invasão do 1/3 inferior da vagina?<br>{{c1::Quimiorradiação.}}","26"," Estratégia::Ginecologia::Câncer_de_Colo_Uterino::07.Tratamento ","Estratégia"
"Qual é o tratamento usual do câncer de colo uterino cujo tumor atinge parede pélvica, causa hidronefrose ou rim não funcionante?<br>{{c1::Quimiorradiação.}}","25"," Estratégia::Ginecologia::Câncer_de_Colo_Uterino::07.Tratamento ","Estratégia"
"Qual é o tratamento usual do câncer de colo uterino cujo tumor ≥ 4 cm?<br>{{c1::Quimiorradiação.}}","24"," Estratégia::Ginecologia::Câncer_de_Colo_Uterino::07.Tratamento ","Estratégia"
"Qual é o tratamento usual do câncer de colo uterino cujo tumor invade paramétrio sem atingir a parede pélvica?<br>{{c1::Quimiorradiação.}}","23"," Estratégia::Ginecologia::Câncer_de_Colo_Uterino::07.Tratamento ","Estratégia"
"Qual é o tratamento usual do câncer de colo uterino estadio IIA1?<br>{{c1::Histerectomia Piver III + linfadenectomia (Wertheim-Meigs).<br><img src=""paste-ab0bc2e9565a8d162c7e75e5247beb2f8287766e.png"" data-editor-shrink=""true"">}}","20"," Estratégia::Ginecologia::Câncer_de_Colo_Uterino::07.Tratamento ","Estratégia"
"Qual é o tratamento usual do câncer de colo uterino estadio IB2?<br>{{c1::Histerectomia Piver III + linfadenectomia (Wertheim-Meigs).<br><img src=""paste-ab0bc2e9565a8d162c7e75e5247beb2f8287766e.png"" data-editor-shrink=""true"">}}","19"," Estratégia::Ginecologia::Câncer_de_Colo_Uterino::07.Tratamento ","Estratégia"
"Qual é o tratamento usual do câncer de colo uterino estadio IB1?<br>{{c1::Histerectomia Piver III + linfadenectomia (Wertheim-Meigs)&nbsp;.<br><img src=""paste-ab0bc2e9565a8d162c7e75e5247beb2f8287766e.png"" data-editor-shrink=""true"">}}","18"," Estratégia::Ginecologia::Câncer_de_Colo_Uterino::07.Tratamento ","Estratégia"
"Qual é o tratamento usual do câncer de colo uterino estadio IA2?<br>{{c1::Histerectomia Piver II + linfadenectomia.}}","17"," Estratégia::Ginecologia::Câncer_de_Colo_Uterino::07.Tratamento ","Estratégia"
"Qual é o tratamento usual do câncer de colo uterino estadio IA1 sem invasão linfática e vascular?<br>{{c1::Histerectomia extrafacial simples (Piver I).}}","15"," Estratégia::Ginecologia::Câncer_de_Colo_Uterino::07.Tratamento ","Estratégia"
"Quando se indica quimiorradiação como tratamento do câncer de colo uterino?<br>{{c1::Sempre que o tumor ≥ 4 cm ou quando ele invade qualquer estrutura além do colo do útero ou 2/3 superiores da vagina.}}","22"," Estratégia::Ginecologia::Câncer_de_Colo_Uterino::07.Tratamento ","Estratégia"
"Qual é o tratamento usual do câncer de colo uterino estadio IA1 com invasão linfática e vascular?<br>{{c1::Histerectomia Piver 2 + linfadenectomia.}}","16"," Estratégia::Ginecologia::Câncer_de_Colo_Uterino::07.Tratamento ","Estratégia"
"Quais são as principais indicações de traquelectomia para o tratamento do câncer de colo uterino?<br>{{c1::Mulheres com câncer estadio IA2 ou IB1 e com desejo de preservar a fertilidade.<br><img src=""paste-3ad5f4482a1c725a5284b383cc098d295d088078.png"" data-editor-shrink=""true"">}}","21"," Estratégia::Ginecologia::Câncer_de_Colo_Uterino::07.Tratamento ","Estratégia"
"<b>Diagnóstico provável:&nbsp;</b>mulher de 35 anos queixa-se de sangramento vaginal intenso, sinusorragia e corrimento vaginal fétido. Exame especular abaixo:<br><img src=""paste-2a7adb1318a94ecd45df258914119742fbb7a5b6.png"" data-editor-shrink=""true""><br>{{c1::Câncer de colo do útero.}}","12"," Estratégia::Ginecologia::Câncer_de_Colo_Uterino::05.Quadro_Clínico ","Estratégia"
"Quais são as vulvovaginites cujos sintomas podem piorar após a relação sexual?<br>{{c1::Vaginose bacteriana (causa mais comum) ou tricomoníase.}}","07"," Estratégia::Ginecologia::Vulvovaginites::03.Vaginose_Bacteriana::d)Quadro_Clínico ","Estratégia"
"Qual é o tratamento de escolha da vaginose bacteriana?<br>{{c1::<br><ul><li>Metronidazol 250 mg, 2 comprimidos VO, 2x/dia, por 7 dias; ou</li><li>Metronidazol gel vaginal 100 mg/g, um aplicador cheio via vaginal, à noite, por 5 dias.</li></ul>}}<br>","12"," Estratégia::Ginecologia::Vulvovaginites::03.Vaginose_Bacteriana::f)Tratamento ","Estratégia"
"Qual é o tratamento de escolha da candidíase vulvovaginal?<br>{{c1::<br><ul><li>Miconazol creme a 2%, via vaginal à noite, por 7 dias; ou</li><li>Nistatina 100.000 UI, aplicação vaginal à noite por 14 dias.</li></ul>}}<br>","18"," Estratégia::Ginecologia::Vulvovaginites::04.Candidíase_Vulvovaginal::e)Tratamento ","Estratégia"
"Qual é o agente etiológico mais comum da candidíase vulvovaginal?<br>{{c1::<i>Candida albicans.</i>}}","14"," Estratégia::Ginecologia::Vulvovaginites::04.Candidíase_Vulvovaginal::b)Agente_Etiológico ","Estratégia"
"Qual é o resultado esperado da citologia a fresco da secreção de uma paciente com candidíase vulvovaginal?<br>{{c1::Presença de hifas ou esporos de fungos.<br><img src=""paste-81285a380526b0f3154ee064106e282ff8acb77c.png"" data-editor-shrink=""true"">}}","15"," Estratégia::Ginecologia::Vulvovaginites::04.Candidíase_Vulvovaginal::c)Microscopia ","Estratégia"
"Qual é a função do LH na teoria das duas células da esteroidogênese ovariana?<br>{{c1::O LH estimula a conversão de colesterol em andrógenos (androstenediona/testosterona) nas células da teca.<br><img src=""paste-906eb5d03fac7e21042858e1ce8fa03de2494010.png"" data-editor-shrink=""true"">}}","01"," Estratégia::Ginecologia::Síndrome_dos_Ovários_Policísticos::a)Fisiopatologia ","Estratégia"
"Qual é a função do FSH na teoria das duas células da esteroidogênese ovariana?<br>{{c1::O FSH estimula a conversão de andrógenos em estrógenos pela ação da enzima aromatase nas células da granulosa.<br><img src=""paste-906eb5d03fac7e21042858e1ce8fa03de2494010.png"" data-editor-shrink=""true"">}}","02"," Estratégia::Ginecologia::Síndrome_dos_Ovários_Policísticos::a)Fisiopatologia ","Estratégia"
"Qual é a relação matemática esperada entre o LH e FSH na síndrome dos ovários policísticos?<br>{{c1::\(\frac{LH}{FSH}&gt;2\).}}","03"," Estratégia::Ginecologia::Síndrome_dos_Ovários_Policísticos::a)Fisiopatologia ","Estratégia"
"Qual é o nome desse sinal e qual é o provável significado clínico?<br><img src=""paste-ff591f83eff624b741d39dbf77984bc8aa1e5a86.png"" data-editor-shrink=""true""><br>{{c1::<i>Acantose nigricans</i>, sugestivo de resistência insulínica.}}","15"," Estratégia::Ginecologia::Síndrome_dos_Ovários_Policísticos::d)Quadro_Clínico ","Estratégia"
"Qual é o melhor exame para diferenciar síndrome dos ovários policísticos e hiperplasia adrenal congênita não clássica?<br>{{c1::17-OH progesterona.}}","18"," Estratégia::Ginecologia::Síndrome_dos_Ovários_Policísticos::e)Diagnóstico_Diferencial ","Estratégia"
"Qual é o tratamento de escolha da síndrome dos ovários policísticos?<br>{{c1::Perda de peso e anticoncepcional hormonal combinado.}}","23"," Estratégia::Ginecologia::Síndrome_dos_Ovários_Policísticos::f)Tratamento::Hiperandrogenismo ","Estratégia"
"Qual é o tratamento indicado do hirsutismo em mulher com síndrome dos ovários policísticos que não melhorou com anticoncepcional hormonal combinado?<br>{{c1::Adicionar um antiandrogênico, preferencialmente espironolactona.}}","24"," Estratégia::Ginecologia::Síndrome_dos_Ovários_Policísticos::f)Tratamento::Hiperandrogenismo ","Estratégia"
"Quais são os critérios diagnósticos da síndrome dos ovários policísticos para mulheres adultas?<br>{{c1::Exclusão de outras causas para os sintomas e apresentar ≥ 2 dos critérios abaixo:<br><ul><li>Oligo/anovulação;</li><li>Sinais clínicos ou bioquímicos de hiperandrogenismo;</li><li>Ovários policísticos na USG.</li></ul>}}<br>","05"," Estratégia::Ginecologia::Síndrome_dos_Ovários_Policísticos::b)Critérios_de_Rotterdam ","Estratégia"
"Qual é a conduta inicial indicada para as mulheres com síndrome dos ovários policísticos que desejam engravidar?<br>{{c1::Perda de peso.}}","25"," Estratégia::Ginecologia::Síndrome_dos_Ovários_Policísticos::f)Tratamento::Fertilidade ","Estratégia"
"Qual é o tratamento indicado para as mulheres com síndrome dos ovários policísticos que não conseguem engravidar mesmo após perda de peso?<br>{{c1::Indução de ovulação com letrozol (1ª escolha) ou clomifeno.}}","26"," Estratégia::Ginecologia::Síndrome_dos_Ovários_Policísticos::f)Tratamento::Fertilidade ","Estratégia"
"Nas pacientes com síndrome dos ovários policísticos, espera-se aumento ou diminuição de LH, FSH, resistência insulínica, SHBG e testosterona?<br>{{c1::<br><ul><li>Aumenta: LH, resistência insulínica e testosterona;</li><li>Diminui: FSH e SHBG.</li></ul>}}<br>","04"," Estratégia::Ginecologia::Síndrome_dos_Ovários_Policísticos::a)Fisiopatologia ","Estratégia"
"<b>Diagnóstico provável:&nbsp;</b>mulher de 25 anos, IMC = 31, queixa-se de amenorreia, acne e aumento da pilificação em face e virilha. Nega uso de medicações ou outros sintomas.<br>{{c1::Síndrome dos ovários policísticos.<br><img src=""paste-1b1108948f8ee22f6d706f655e580b950752e570.png"" data-editor-shrink=""true"">}}","16"," Estratégia::Ginecologia::Síndrome_dos_Ovários_Policísticos::d)Quadro_Clínico ","Estratégia"
"Quais são os critérios diagnósticos da síndrome dos ovários policísticos para as adolescentes?<br>{{c1::<br><ul><li>Sangramento uterino anormal para a idade e persistente por um a dois anos; e</li><li>Hiperandrogenismo clínico ou laboratorial (p. ex. hirsutismo ou ↑testosterona).</li></ul>}}<br>","06"," Estratégia::Ginecologia::Síndrome_dos_Ovários_Policísticos::b)Critérios_de_Rotterdam ","Estratégia"
"Qual é o valor no índice de Ferriman-Gallwey considerado como hirsutismo?<br>{{c1::Índice de Ferriman-Gallwey ≥ 8 (Berek e Novak).}}","14"," Estratégia::Ginecologia::Síndrome_dos_Ovários_Policísticos::d)Quadro_Clínico ","Estratégia"
"Quais são os critérios ultrassonográficos da síndrome dos ovários policísticos?<br>{{c1::<br><ul><li>≥ 20 folículos com diâmetro entre 2 e 9 mm; ou<br></li><li>Volume ovariano total &gt; 10 cm<sup>3</sup>.<br><img src=""paste-87960c4219a7e5da01e7f87e2eb79508ecc486d6.png"" data-editor-shrink=""true""><br></li></ul>}}<br>","07"," Estratégia::Ginecologia::Síndrome_dos_Ovários_Policísticos::b)Critérios_de_Rotterdam ","Estratégia"
"O que é a síndrome HAIR-AN?<br>{{c1::Subfenótipo da síndrome dos ovários policísticos:<br><ul><li>HA - Hiperandrogenismo;</li><li>IR - Resistência insulínica;</li><li>AN - <i>Acantose nigricans</i>.</li></ul>}}<br>","20"," Estratégia::Ginecologia::Síndrome_dos_Ovários_Policísticos::e)Diagnóstico_Diferencial ","Estratégia"
"Qual é o exame laboratorial de escolha para avaliação de mulheres com sinais clínicos de hiperandrogenismo na suspeita de&nbsp;síndrome dos ovários policísticos (SOP)?<br>{{c1::Testosterona total.<br><img src=""paste-961c0b9967c54eeafb54b4757f672e3505cdf87d.png"" data-editor-shrink=""true"">}}","08"," Estratégia::Ginecologia::Síndrome_dos_Ovários_Policísticos::b)Critérios_de_Rotterdam ","Estratégia"
"Quais são as características do fenótipo A da síndrome dos ovários policísticos?<br>{{c1::Hiperandrogenismo + anovulação + ovários policísticos.}}","09"," Estratégia::Ginecologia::Síndrome_dos_Ovários_Policísticos::c)Fenótipos ","Estratégia"
"Quais são as características do fenótipo B da síndrome dos ovários policísticos?<br>{{c1::Hiperandrogenismo + anovulação.}}","10"," Estratégia::Ginecologia::Síndrome_dos_Ovários_Policísticos::c)Fenótipos ","Estratégia"
"Quais são as características do fenótipo C da síndrome dos ovários policísticos?<br>{{c1::Hiperandrogenismo + ovários policísticos.}}","11"," Estratégia::Ginecologia::Síndrome_dos_Ovários_Policísticos::c)Fenótipos ","Estratégia"
"Quais são as características do fenótipo D da síndrome dos ovários policísticos?<br>{{c1::Anovulação + ovários policísticos.}}","12"," Estratégia::Ginecologia::Síndrome_dos_Ovários_Policísticos::c)Fenótipos ","Estratégia"
"<b>Diagnóstico provável:&nbsp;</b>mulher de 19 anos com amenorreia primária, aumento da pilificação, ↑testosterona total e&nbsp;↑17-hidroxiprogesterona.<br>{{c1::Hiperplasia adrenal congênita.}}","17"," Estratégia::Ginecologia::Síndrome_dos_Ovários_Policísticos::e)Diagnóstico_Diferencial ","Estratégia"
"<b>Diagnóstico provável:&nbsp;</b>mulher de 20 anos com amenorreia, acne, hirsutismo, clitoromegalia e voz mais grave. Testosterona total = 252 ng/dL.<br>{{c1::Tumor secretor de androgênio (p. ex. ovariano ou na adrenal).}}","21"," Estratégia::Ginecologia::Síndrome_dos_Ovários_Policísticos::e)Diagnóstico_Diferencial ","Estratégia"
"<b>Diagnóstico provável:&nbsp;</b>mulher de 24 anos queixa-se de amenorreia há 3 meses e galactorreia. Usa implante como contraceptivo e risperidona de uso contínuo.<br>{{c1::Hiperprolactinemia (devido ao uso de antipsicótico).}}","22"," Estratégia::Ginecologia::Síndrome_dos_Ovários_Policísticos::e)Diagnóstico_Diferencial ","Estratégia"
"A síndrome dos ovários policísticos é fator de risco para que tipo de câncer em particular?<br>{{c1::Câncer de endométrio.}}","13"," Estratégia::Ginecologia::Síndrome_dos_Ovários_Policísticos::d)Quadro_Clínico ","Estratégia"
"Qual é a utilidade da dosagem de DHEA ou SDHEA na investigação de síndrome dos ovários policísticos?<br>{{c1::Serve para o diagnóstico diferencial com os tumores da adrenal, pois esses hormônios são produzidos, predominantemente, nessa glândula.<br><img src=""paste-961c0b9967c54eeafb54b4757f672e3505cdf87d.png"" data-editor-shrink=""true"">}}","19"," Estratégia::Ginecologia::Síndrome_dos_Ovários_Policísticos::e)Diagnóstico_Diferencial ","Estratégia"
"Qual é o tipo histológico mais comum das neoplasias primárias do apêndice?<br>{{c1::Adenocarcinoma mucinoso.}}","01"," Estratégia::Cirurgia::Neoplasias_do_Apêndice_Cecal::01.Epidemiologia ","Estratégia"
"Qual é o tratamento indicado para os tumores neuroendócrinos do apêndice cecal &lt; 1 cm?<br>{{c1::Apendicectomia simples.}}","03"," Estratégia::Cirurgia::Neoplasias_do_Apêndice_Cecal::02.Tratamento::b)Tumores_Neuroendócrinos ","Estratégia"
"Qual é o tratamento dos tumores neuroendócrinos do apêndice cecal entre 1 e 2 cm?<br>{{c1::Há acometimento linfovascular ou do mesoapêndice?<br><ul><li>Sim: hemicolectomia direita + linfadenectomia regional;</li><li>Não: apendicectomia simples.}}</li></ul>","04"," Estratégia::Cirurgia::Neoplasias_do_Apêndice_Cecal::02.Tratamento::b)Tumores_Neuroendócrinos ","Estratégia"
"Qual é o tratamento dos tumores neuroendócrinos do apêndice cecal&nbsp;≥ 2 cm?<br>{{c1::Hemicolectomia direita + linfadenectomia regional.}}","05"," Estratégia::Cirurgia::Neoplasias_do_Apêndice_Cecal::02.Tratamento::b)Tumores_Neuroendócrinos ","Estratégia"
"Qual é o tratamento indicado para o adenocarcinoma do apêndice cecal?<br>{{c1::Hemicolectomia direita + linfadenectomia regional.}}","02"," Estratégia::Cirurgia::Neoplasias_do_Apêndice_Cecal::02.Tratamento::a)Adenocarcinoma ","Estratégia"
"Qual é o tratamento da mucocele do apêndice (cistoadenoma) sem ruptura?<br>{{c1::Apendicectomia com ressecção do mesoapêndice tomando cuidado para não romper o apêndice intacto.<br><img src=""paste-99e602d5f6f9087b8d91160b2fd94a1cf93e40ed.png"">}}","07"," Estratégia::Cirurgia::Neoplasias_do_Apêndice_Cecal::02.Tratamento::c)Mucocele_do_Apêndice ","Estratégia"
